station_name,date,max_temperature,high,avg_hourly_temperature,avg_temperature,min_temperature,low,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
Barrie,2020-01-15,1.2,34.16,-0.13,-0.2,-1.6,29.12,,-5,97,93.8,91.5,86,-0.2,-1,-1.2,-2.1,17,6.62,9,1,34,29,102.29,101.95,101.88,101.46,98.71,98.38,98.31,97.91,,,,,2.2,2,2,1.7,18.2,0,0,0,0,,,,,7:52:00,17:04:00,9.2,7.87,17.07,1,1,0,1,-4,-4,,,,,,,,,,,,,
Barrie,2020-01-14,-0.4,31.28,-3.19,-2.3,-4.2,24.44,,-9,97,95.2,95,93,-1.9,-3.9,-3.4,-4.9,16,7.92,8,0,,,102.96,102.14,102.31,101.65,99.33,98.54,98.7,98.07,,,,,2.3,2,2,1.8,20.3,0,0,0,0,,,,,7:52:00,17:03:00,9.18,7.87,17.05,1,1,1,1,-3,-1,,,,,,,,,,,,,
Barrie,2020-01-13,-2.8,26.96,-5.12,-5.69,-8.6,16.52,,-13,95,93.8,92.5,90,-3.5,-6,-6.7,-9.9,11,5.75,5.5,0,,,103.08,102.83,102.85,102.61,99.44,99.19,99.21,98.98,,,,,2.6,2.2,2.3,2,23.7,0,0,0,0,,,,,7:53:00,17:02:00,9.15,7.88,17.03,,,-1,-1,-5,-5,,,,,,,,,,,,,
Barrie,2020-01-12,-3.5,25.7,-9.34,-7.7,-11.9,10.58,,-19,95,89.2,91,87,-4.2,-10.8,-8.8,-13.4,19,12,11.5,4,33,4,103.2,102.23,101.88,100.57,99.52,98.6,98.27,97.03,,,,,2.1,1.9,1.8,1.6,25.7,0,0,0,0,,,,,7:53:00,17:01:00,9.13,7.88,17.02,1,1,-6,-6,-12,-10,,,,,,,,,,,,,
Barrie,2020-01-11,8.6,47.48,2.29,2.5,-3.6,25.52,,-9,97,96.5,96.5,96,7.8,1.8,2,-3.8,21,14.67,13.5,6,39,1,101.93,101.21,101.42,100.9,98.4,97.7,97.89,97.37,,,,,1.9,1.6,1.6,1.2,15.5,0,0,0,0,,,,,7:54:00,17:00:00,9.1,7.9,17,,,5,8,-4,-4,,,,,,,,,,,,,
Barrie,2020-01-10,5.6,42.08,4.08,3.05,0.5,32.9,,,96,85.2,79.5,63,3.8,1.7,-0.4,-4.6,17,8.92,8.5,0,,,102.36,102.13,102.14,101.92,98.81,98.57,98.57,98.34,,,,,2.5,2.2,2.2,1.9,14.9,0,0,0,0,,,,,7:54:00,16:58:00,9.07,7.9,16.97,1,1,7,7,2,5,,,,,,,,,,,,,
Barrie,2020-01-09,0.5,32.9,-9.97,-10.45,-21.4,-6.52,,-25,87,78.5,77.5,68,-5.4,-13,-14.2,-22.9,26,14.17,13.5,1,47,13,103.92,103.26,103,102.09,100.17,99.56,99.33,98.49,,,,,2.3,2.1,2.1,1.9,28.4,0,0,0,0,,,,,7:54:00,16:57:00,9.05,7.9,16.95,1,1,-5,-5,-2,-2,,,,,,,,,,,,,
Barrie,2020-01-08,-1.4,29.48,-7.77,-7.95,-14.5,5.9,,-23,93,76.2,77.5,62,-4.1,-11.3,-11.4,-18.7,40,21.12,23.5,7,59,31,103.57,101.94,102.14,100.71,99.86,98.34,98.53,97.19,,,,,2.3,2,2,1.8,25.9,0,0,0,0,,,,,7:54:00,16:56:00,9.03,7.9,16.93,,,-7,-6,-17,-6,,,,,,,,,,,,,
Barrie,2020-01-07,2.3,36.14,-2.24,-5.05,-12.4,9.68,,-13,92,74.1,73.5,55,-3.2,-6.4,-7.5,-11.9,25,10.25,12.5,0,38,28,101.48,101.17,101.12,100.76,97.9,97.61,97.57,97.23,,,,,3.5,2.7,2.8,2.2,23.1,0,0,0,0,,,,,7:55:00,16:55:00,9,7.92,16.92,1,1,2,2,-6,-6,,,,,,,,,,,,,
Barrie,2020-01-06,-0.2,31.64,-1.44,-1.85,-3.5,25.7,,-11,95,81.2,79.5,64,-1.4,-4.3,-4.2,-7,39,21.46,23,7,65,28,101.34,100.95,100.95,100.57,97.79,97.41,97.42,97.04,,,,,2.2,2.1,2,1.8,19.9,0,0,0,0,,,,,7:55:00,16:54:00,8.98,7.92,16.9,,,1,1,-5,-5,,,,,,,,,,,,,
Barrie,2020-01-05,-1.3,29.66,-3.12,-3.7,-6.1,21.02,,-11,95,82,84,73,-2.6,-5.8,-6.1,-9.6,21,11.71,11.5,2,38,33,101.74,101.32,101.24,100.73,98.16,97.75,97.68,97.19,,,,,2.2,1.9,1.8,1.5,21.7,0,0,0,0,,,,,7:55:00,16:53:00,8.97,7.92,16.88,1,1,0,0,-2,-2,,,,,,,,,,,,,
Barrie,2020-01-04,0.4,32.72,-0.72,-1.35,-3.1,26.42,,-8,89,80.5,80.5,72,-2.1,-3.7,-4.1,-6.1,19,9.58,11.5,4,33,34,101.01,100.88,100.84,100.67,97.48,97.35,97.32,97.15,,,,,2.1,1.9,1.8,1.6,19.4,0,0,0,0,,,,,7:55:00,16:52:00,8.95,7.92,16.87,1,1,0,0,-5,-5,,,,,,,,,,,,,
Barrie,2020-01-03,4.4,39.92,2.42,2.15,-0.1,31.82,,,93,83,84.5,76,1.5,-0.2,-0.6,-2.6,18,7.58,9,0,,,101.1,100.74,100.72,100.35,97.58,97.24,97.23,96.87,,,,,2.6,2.1,2.2,1.9,15.8,0,0,0,0,,,,,7:55:00,16:51:00,8.93,7.92,16.85,1,1,4,4,-4,-4,,,,,,,,,,,,,
Barrie,2020-01-02,4.8,40.64,2.13,-0.64,-6.1,21.02,,-6,91,72.9,75,59,0.5,-2.3,-2.9,-6.3,17,9.17,9.5,2,33,22,100.54,100.36,100.37,100.19,97.01,96.86,96.85,96.69,,,,,2.5,2.3,2.4,2.2,18.6,0,0,0,0,,,,,7:55:00,16:50:00,8.92,7.92,16.83,3,3,4,4,2,2,,,,,,,,,,,,,
Barrie,2020-01-01,-0.6,30.92,-2.21,-2.54,-4.5,23.9,,-8,86,78.3,78,70,-3.7,-5.5,-5.7,-7.7,29,16.67,17,5,45,27,100.74,100.46,100.39,100.04,97.2,96.94,96.87,96.54,,,,,2.6,2.1,2.2,1.8,20.5,0,0,0,0,,,,,7:55:00,16:49:00,8.9,7.92,16.82,1,1,-1,-1,-8,-3,,,,,,,,,,,,,
Barrie,2019-12-31,1,33.8,-0.51,-0.4,-1.8,28.76,,-7,94,88,82,70,-1.1,-2.3,-2.5,-4,21,14.62,15,9,38,28,100.11,99.88,99.88,99.64,96.62,96.39,96.39,96.16,,,,,1.9,1.7,1.7,1.5,18.4,0,0,0,0,,,,,7:55:00,16:49:00,8.9,7.92,16.82,,,0,0,-2,-2,,,,,,,,,,,,,
Barrie,2019-12-30,4.9,40.82,1.01,2.05,-0.8,30.56,,-3,96,85.5,78,60,2.2,-1.3,-0.7,-3.6,28,8.46,14,0,48,21,100.94,100.16,100.32,99.7,97.41,96.66,96.81,96.21,,,,,2,1.8,1.8,1.5,15.9,0,0,0,0,,,,,7:55:00,16:48:00,8.88,7.92,16.8,1,1,5,5,-2,-2,,,,,,,,,,,,,
Barrie,2019-12-29,-0.6,30.92,-1.47,-2.04,-3.5,25.7,,-7,96,90.4,89.5,83,-1.6,-2.9,-2.9,-4.2,24,10.46,13.5,3,36,8,102.4,101.79,101.74,101.09,98.82,98.22,98.19,97.55,,,,,2.5,1.9,2.1,1.8,20,0,0,0,0,,,,,7:54:00,16:47:00,8.88,7.9,16.78,1,1,0,0,0,0,,,,,,,,,,,,,
Barrie,2019-12-28,1.8,35.24,0.01,-1.1,-4,24.8,,-5,93,80.8,80.5,68,-0.5,-3,-2.7,-4.9,20,9.92,10,0,29,31,102.59,102.44,102.41,102.24,99.01,98.87,98.85,98.68,,,,,3,2.3,2.5,2.1,19.1,0,0,0,0,,,,,7:54:00,16:46:00,8.87,7.9,16.77,1,1,3,3,-4,-3,,,,,,,,,,,,,
Barrie,2019-12-27,6.8,44.24,2.38,3.9,1,33.8,,,96,93.5,90.5,85,6.1,1.4,3,-0.2,30,13.12,16,2,42,29,102.23,101.84,101.85,101.46,98.67,98.29,98.31,97.94,,,,,3,2.2,2.4,1.8,14.1,0,0,0,0,,,,,7:54:00,16:46:00,8.87,7.9,16.77,1,1,5,6,-2,2,,,,,,,,,,,,,
Barrie,2019-12-26,2.2,35.96,0.1,0.45,-1.3,29.66,,-6,95,83,86,77,1.1,-2.5,-1.8,-4.6,17,11.38,9.5,2,,,102.28,102.02,102.01,101.73,98.7,98.46,98.44,98.18,,,,,2.8,2.1,2.2,1.7,17.6,0,0,0,0,,,,,7:54:00,16:45:00,8.85,7.9,16.75,1,1,2,3,3,3,,,,,,,,,,,,,
Barrie,2019-12-25,-0.7,30.74,-1.9,-2,-3.3,26.06,,-8,96,92,86.5,77,-1.3,-3,-4,-6.6,14,9.58,9.5,5,,,102.05,101.87,101.87,101.68,98.48,98.3,98.3,98.11,,,,,2.4,2.2,2.1,1.9,20,0,0,0,0,,,,,7:53:00,16:44:00,8.85,7.88,16.73,1,1,3,3,-3,-3,,,,,,,,,,,,,
Barrie,2019-12-24,-1.6,29.12,-3.45,-5.25,-8.9,15.98,,-10,87,79.3,80.5,74,-4.9,-6.5,-6.9,-8.9,18,10.79,11.5,5,,,102.57,102.35,102.28,101.98,98.97,98.76,98.68,98.39,,,,,2.3,1.8,2,1.6,23.2,0,0,0,0,,,,,7:53:00,16:44:00,8.85,7.88,16.73,1,1,0,0,-5,-5,,,,,,,,,,,,,
Barrie,2019-12-23,5.8,42.44,2.08,1.5,-2.8,26.96,,-5,96,76.4,81.5,67,0.6,-1.7,-2.2,-5.1,34,14.46,20,6,48,29,102.18,101.62,101.76,101.33,98.62,98.08,98.22,97.81,,,,,3.5,2.9,2.7,1.9,16.5,0,0,0,0,,,,,7:52:00,16:43:00,8.85,7.87,16.72,1,1,8,8,-8,-6,,,,,,,,,,,,,
Barrie,2019-12-22,7,44.6,-0.9,-0.79,-8.6,16.52,,-11,96,83.2,79.5,63,-0.1,-3.6,-4.8,-9.5,13,5.96,6.5,0,,,102.29,102.04,102,101.71,98.7,98.46,98.42,98.15,,,,,4.1,3.4,3.5,3,18.8,0,0,0,0,,,,,7:52:00,16:43:00,8.85,7.87,16.72,1,1,4,7,-5,-1,,,,,,,,,,,,,
Barrie,2019-12-21,-0.4,31.28,-5.21,-5.15,-9.9,14.18,,-15,95,88.6,87,79,-3.1,-6.8,-7,-10.8,14,9.17,7,0,,,103.63,102.92,102.99,102.36,99.94,99.27,99.34,98.74,,,,,4.2,3,3.3,2.4,23.1,0,0,0,0,,,,,7:51:00,16:42:00,8.85,7.85,16.7,1,1,0,0,-4,-4,,,,,,,,,,,,,
Barrie,2019-12-20,-6.6,20.12,-13.98,-13.89,-21.2,-6.16,,-23,91,80.8,74.5,58,-10.4,-16.7,-16.1,-21.9,10,4,5.5,1,,,104.07,103.84,103.7,103.33,100.33,100.1,99.98,99.62,,,,,3.6,2.8,2.9,2.2,31.9,0,0,0,0,,,,,7:51:00,16:42:00,8.85,7.85,16.7,1,1,-7,-7,-12,-12,,,,,,,,,,,,,
Barrie,2019-12-19,-10.5,13.1,-15.86,-17.35,-24.2,-11.56,,-32,90,84.5,83.5,77,-12.3,-17.9,-19.1,-25.8,14,6.33,7,0,,,103.3,102.98,102.98,102.66,99.58,99.24,99.26,98.93,,,,,3.5,2.7,2.6,1.8,35.4,0,0,0,0,,,,,7:50:00,16:41:00,8.85,7.83,16.68,,,-9,-9,-17,-16,,,,,,,,,,,,,
Barrie,2019-12-18,-4.5,23.9,-12.78,-13.3,-22.1,-7.78,,-32,92,79.4,76,60,-6,-15.6,-15.3,-24.6,24,16.21,13.5,3,44,33,102.58,101.49,101.62,100.67,98.85,97.87,97.99,97.12,,,,,2.3,2.1,2,1.7,31.3,0,0,0,0,,,,,7:50:00,16:41:00,8.85,7.83,16.68,,,-10,-8,-17,-17,,,,,,,,,,,,,
Barrie,2019-12-17,-1.3,29.66,-3.87,-3.45,-5.6,21.92,,-9,94,87.2,85,76,-3.6,-5.7,-5.7,-7.7,12,5.67,6,0,,,101.84,101.28,101.34,100.84,98.25,97.7,97.77,97.29,,,,,3.1,2.7,2.6,2.2,21.4,0,0,0,0,,,,,7:49:00,16:41:00,8.87,7.82,16.68,1,1,-1,-1,-7,-7,,,,,,,,,,,,,
Barrie,2019-12-16,-1,30.2,-6.55,-7.1,-13.2,8.24,,-13,94,86.3,81.5,69,-4.6,-8.6,-8.8,-12.9,10,3.96,5,0,,,102.38,102.19,102.14,101.91,98.76,98.57,98.54,98.32,,,,,3,2.5,2.6,2.3,25.1,0,0,0,0,,,,,7:48:00,16:40:00,8.87,7.8,16.67,1,1,0,0,-8,-8,,,,,,,,,,,,,
Barrie,2019-12-15,0.5,32.9,-4.42,-3.8,-8.1,17.42,,-14,92,86.8,85,78,-1.3,-6.3,-5.2,-9.1,33,20,18.5,4,50,29,102.18,101.13,100.96,99.74,98.56,97.58,97.41,96.26,,,,,2.3,2.1,2.1,1.9,21.8,0,0,0,0,,,,,7:48:00,16:40:00,8.87,7.8,16.67,,,-5,-2,-7,-7,,,,,,,,,,,,,
Barrie,2019-12-14,1,33.8,0.01,-0.85,-2.7,27.14,,-6,96,94.7,94,92,0,-0.8,-1.9,-3.7,31,14.5,17,3,51,33,101.12,100.07,100.33,99.53,97.59,96.57,96.82,96.05,,,,,2.6,2.1,2,1.5,18.9,0,0,0,0,,,,,7:47:00,16:40:00,8.88,7.78,16.67,,,1,1,-4,-4,,,,,,,,,,,,,
Barrie,2019-12-13,3.3,37.94,0.04,0.14,-3,26.6,,-6,90,73.9,77.5,65,-2.6,-4.1,-4.4,-6.2,17,10.29,10.5,4,,,102.3,101.86,101.78,101.27,98.7,98.3,98.22,97.73,,,,,3.2,2.6,2.8,2.4,17.9,0,0,0,0,,,,,7:46:00,16:40:00,8.9,7.77,16.67,1,1,3,4,-2,-2,,,,,,,,,,,,,
Barrie,2019-12-12,-1.2,29.84,-6.34,-6.69,-12.2,10.04,,-15,83,72.9,71.5,60,-6.1,-10.5,-10,-13.9,23,12.92,14,5,35,15,103.7,103.22,103.03,102.36,100.01,99.55,99.38,98.75,,,,,3.1,2.7,2.6,2.1,24.7,0,0,0,0,,,,,7:45:00,16:40:00,8.92,7.75,16.67,1,1,-3,-3,-1,-1,,,,,,,,,,,,,
Barrie,2019-12-11,-4.7,23.54,-7.24,-8.6,-12.5,9.5,,-18,91,74.1,76.5,62,-7.9,-11.2,-10.9,-13.9,39,19.5,21.5,4,68,29,103.22,102.38,102.58,101.95,99.56,98.75,98.94,98.32,,,,,2.7,2.4,2.4,2,26.6,0,0,0,0,,,,,7:44:00,16:40:00,8.93,7.73,16.67,1,1,-6,-6,-9,-7,,,,,,,,,,,,,
Barrie,2019-12-10,7.3,45.14,-3.84,-2.9,-13.1,8.42,,-16,91,83.8,81.5,72,5.5,-6.2,-3.9,-13.2,36,21.12,18.5,1,59,29,102.23,101.09,100.87,99.5,98.6,97.55,97.33,96.06,,,,,2.3,2,1.9,1.5,20.9,0,0,0,0,,,,,7:43:00,16:40:00,8.95,7.72,16.67,,,-2,-2,-8,-8,,,,,,,,,,,,,
Barrie,2019-12-09,7.2,44.96,3.91,4.2,1.2,34.16,,,96,94.1,91.5,87,5.9,3.1,3.2,0.6,16,8.88,8,0,27,16,101.31,100.32,100.39,99.47,97.79,96.84,96.91,96.03,,,,,3.1,2.7,2.5,1.9,13.8,0,0,0,0,,,,,7:42:00,16:40:00,8.97,7.7,16.67,,,4,4,-1,-1,,,,,,,,,,,,,
Barrie,2019-12-08,3.5,38.3,0.73,-1.25,-6,21.2,,-10,92,79.1,76,60,2.1,-2.6,-2.5,-7,20,12.96,12,4,38,19,102.71,101.82,102.02,101.33,99.08,98.25,98.44,97.79,,,,,3.2,2.6,2.8,2.3,19.2,0,0,0,0,,,,,7:42:00,16:40:00,8.97,7.7,16.67,1,1,4,5,3,4,,,,,,,,,,,,,
Barrie,2019-12-07,-3.5,25.7,-7.38,-9.05,-14.6,5.72,,-14,92,83.7,83,74,-6.7,-9.7,-10.8,-14.9,14,5.92,7,0,,,103.06,102.89,102.78,102.5,99.41,99.24,99.14,98.88,,,,,2.9,2.2,2.4,1.8,27.1,0,0,0,0,,,,,7:41:00,16:40:00,8.98,7.68,16.67,1,1,-2,-2,-12,1,,,,,,,,,,,,,
Barrie,2019-12-06,-3.1,26.42,-4.66,-6.25,-9.4,15.08,,-11,95,90,86,77,-4.5,-6.1,-7.3,-10.2,20,9.96,10,0,,,102.43,101.83,101.94,101.44,98.81,98.23,98.33,97.86,,,,,2.7,2.1,2.2,1.8,24.2,0,0,0,0,,,,,7:40:00,16:40:00,9,7.67,16.67,1,1,-1,-1,-12,-12,,,,,,,,,,,,,
Barrie,2019-12-05,-2.2,28.04,-3.87,-3.75,-5.3,22.46,,-10,91,82,81.5,72,-5,-6.5,-6.3,-7.6,23,10.42,13,3,41,32,101.73,101.12,100.93,100.13,98.14,97.57,97.38,96.62,,,,,1.9,1.7,1.8,1.6,21.8,0,0,0,0,,,,,7:38:00,16:40:00,9.03,7.63,16.67,,,-1,-1,-4,-4,,,,,,,,,,,,,
Barrie,2019-12-04,0.9,33.62,-0.37,-0.7,-2.3,27.86,,-7,96,92.8,89.5,83,-0.4,-1.4,-2.3,-4.2,20,11.83,13.5,7,35,33,100.07,99.63,99.74,99.42,96.57,96.15,96.26,95.94,,,,,3,2.3,2.4,1.7,18.7,0,0,0,0,,,,,7:37:00,16:40:00,9.05,7.62,16.67,,,2,2,-4,-1,,,,,,,,,,,,,
Barrie,2019-12-03,0.6,33.08,-6.03,-7.85,-16.3,2.66,,-19,93,83,80,67,-2.9,-8.5,-10.3,-17.8,11,5.33,5.5,0,,,101.29,100.64,100.56,99.84,97.69,97.07,97.01,96.34,,,,,3.6,2.9,3,2.5,25.9,0,0,0,0,,,,,7:36:00,16:41:00,9.08,7.6,16.68,1,1,1,1,-1,-1,,,,,,,,,,,,,
Barrie,2019-12-02,-0.2,31.64,-5.1,-7.55,-14.9,5.18,,-15,92,79.2,74,56,-5.7,-8.3,-10.9,-16.2,21,12.46,11.5,2,31,6,101.38,101.06,100.98,100.58,97.8,97.49,97.41,97.02,,,,,2.6,2.2,2.2,1.9,25.6,0,0,0,0,,,,,7:35:00,16:41:00,9.1,7.58,16.68,1,1,1,1,-15,-10,,,,,,,,,,,,,
Barrie,2019-12-01,-4,24.8,-5.69,-5.95,-7.9,17.78,,-16,92,82.7,75.5,59,-5.5,-8.2,-8.9,-12.4,37,27.25,27.5,18,58,7,101.61,100.72,100.92,100.24,98.02,97.16,97.36,96.69,,,,,2.1,1.9,1.9,1.7,23.9,0,0,0,0,,,,,7:34:00,16:41:00,9.12,7.57,16.68,,,-2,-2,-4,-4,,,,,,,,,,,,,
Barrie,2019-11-30,-2.9,26.78,-5.34,-5.55,-8.2,17.24,,-13,90,74.5,73,56,-7,-9.4,-9.1,-11.2,22,12.88,13.5,5,32,8,102.47,102.17,102.11,101.74,98.84,98.56,98.49,98.14,,,,,1.9,1.6,1.6,1.4,23.6,0,0,0,0,,,,,7:33:00,16:42:00,9.15,7.55,16.7,1,1,-2,-2,-7,-7,,,,,,,,,,,,,
Barrie,2019-11-29,-2.7,27.14,-4.16,-4,-5.3,22.46,,-10,89,84.5,84,79,-5.9,-6.4,-6.6,-7.3,13,6.33,7,1,,,103.14,102.89,102.77,102.4,99.51,99.26,99.15,98.79,,,,,1.9,1.8,1.8,1.7,22,0,0,0,0,,,,,7:32:00,16:42:00,9.17,7.53,16.7,1,1,-2,-2,-8,-6,,,,,,,,,,,,,
Barrie,2019-11-28,3.7,38.66,-1.49,-0.64,-5,23,,-10,93,81.2,81.5,70,2.3,-4.3,-2.6,-7.6,32,20,19.5,7,57,30,103.21,102.31,101.82,100.43,99.58,98.73,98.26,96.95,,,,,1.8,1.6,1.4,1.1,18.6,0,0,0,0,,,,,7:31:00,16:43:00,9.2,7.52,16.72,1,1,0,0,-3,-3,,,,,,,,,,,,,
Barrie,2019-11-27,6.7,44.06,4.44,4.8,2.9,37.22,,,96,88.6,88,80,5.8,2.7,3.4,1,34,17.96,22,10,52,10,101.44,100.31,100.47,99.49,97.94,96.83,97,96.05,,,,,2.3,2,1.7,1.1,13.2,0,0,0,0,,,,,7:29:00,16:43:00,9.23,7.48,16.72,,,7,9,1,1,,,,,,,,,,,,,
Barrie,2019-11-26,9.1,48.38,3.7,3.15,-2.8,26.96,,-5,95,83.2,74.5,54,3.7,0.9,0.1,-3.5,20,8.21,10,0,28,30,101.69,101.18,101.12,100.56,98.15,97.67,97.62,97.08,,,,,3.4,2.7,2.8,2.2,14.8,0,0,0,0,,,,,7:28:00,16:44:00,9.27,7.47,16.73,2,2,8,8,1,1,,,,,,,,,,,,,
Barrie,2019-11-25,6.9,44.42,2.85,1.8,-3.3,26.06,,-3,96,89.8,87,78,3.4,1.3,-0.1,-3.6,13,7.12,6.5,0,,,100.67,100.52,100.44,100.21,97.16,97.02,96.95,96.73,,,,,3.2,2.5,2.6,2.1,16.2,0,0,0,0,,,,,7:27:00,16:44:00,9.28,7.45,16.73,1,1,6,6,2,2,,,,,,,,,,,,,
Barrie,2019-11-24,5,41,0.09,-1.1,-7.2,19.04,,-9,95,83.6,81.5,68,1,-2.5,-3.3,-7.6,17,6.42,8.5,0,,,100.23,100.05,100.02,99.8,96.72,96.55,96.51,96.31,,,,,2.9,2.4,2.5,2.2,19.1,0,0,0,0,,,,,7:26:00,16:45:00,9.32,7.43,16.75,1,1,5,5,1,2,,,,,,,,,,,,,
Barrie,2019-11-23,4.5,40.1,-0.95,-0.6,-5.7,21.74,,-7,93,77.6,73,53,-2.6,-4.5,-4.2,-5.7,14,8.08,8,2,,,101.57,100.98,100.92,100.26,98.01,97.44,97.38,96.75,,,,,2.8,2.1,2.3,1.8,18.6,0,0,0,0,,,,,7:24:00,16:46:00,9.37,7.4,16.77,2,2,4,4,-3,-3,,,,,,,,,,,,,
Barrie,2019-11-22,7.3,45.14,0.25,2.34,-2.6,27.32,,-8,95,82.6,83,71,6.5,-2.4,0.3,-5.9,37,23.75,23.5,10,58,29,101.72,101.12,100.94,100.16,98.16,97.59,97.43,96.7,,,,,2.2,1.6,1.6,1,15.7,0,0,0,0,,,,,7:23:00,16:46:00,9.38,7.38,16.77,1,1,0,1,-4,-2,,,,,,,,,,,,,
Barrie,2019-11-21,7.6,45.68,2.07,2.04,-3.5,25.7,,-5,97,92.5,91.5,86,6,1,1.2,-3.5,24,12.29,12,0,43,28,102.35,101.41,101.24,100.12,98.79,97.88,97.73,96.66,,,,,3.3,2.5,2.5,1.6,16,0,0,0,0,,,,,7:22:00,16:47:00,9.42,7.37,16.78,1,1,5,6,1,2,,,,,,,,,,,,,
Barrie,2019-11-20,5.7,42.26,2.11,1.85,-2,28.4,,-2,97,91.7,88,79,2,0.9,0.3,-1.4,15,7.21,7.5,0,,,102.38,102,101.92,101.46,98.82,98.44,98.37,97.92,,,,,3.4,2.7,2.7,2,16.1,0,0,0,0,,,,,7:21:00,16:48:00,9.45,7.35,16.8,1,1,6,6,-2,-2,,,,,,,,,,,,,
Barrie,2019-11-19,2.2,35.96,0.84,1.05,-0.1,31.82,,-2,97,92.6,92.5,88,0.7,-0.2,-0.2,-1.2,7,3.79,3.5,0,,,101.43,101.11,101.14,100.86,97.89,97.58,97.61,97.34,,,,,3.6,2.7,2.8,2.1,16.9,0,0,0,0,,,,,7:19:00,16:49:00,9.5,7.32,16.82,1,1,2,2,-1,-1,,,,,,,,,,,,,
Barrie,2019-11-18,0.7,33.26,0.44,0.04,-0.6,30.92,,-4,96,94.1,92.5,89,0,-0.4,-1.1,-2.2,12,8.13,8.5,5,,,101.46,101.12,101.17,100.89,97.91,97.59,97.64,97.37,,,,,2.4,2,2.1,1.8,18,0,0,0,0,,,,,7:18:00,16:50:00,9.53,7.3,16.83,,,1,1,-1,0,,,,,,,,,,,,,
Barrie,2019-11-17,0.4,32.72,-2.95,-3.55,-7.5,18.5,,-13,86,71.2,71,56,-2.3,-7.6,-8.2,-14.1,20,14.04,14.5,9,31,11,103.04,102.29,102.26,101.49,99.39,98.68,98.67,97.94,,,,,2.5,2.1,2.2,1.9,21.6,0,0,0,0,,,,,7:17:00,16:51:00,9.57,7.28,16.85,2,2,1,1,-3,-3,,,,,,,,,,,,,
Barrie,2019-11-16,-4.8,23.36,-8.19,-9.3,-13.8,7.16,,-19,80,60.5,62.5,45,-13,-14.7,-14.8,-16.5,18,12.38,12.5,7,,,103.79,103.51,103.46,103.12,100.1,99.83,99.78,99.47,,,,,2.6,2.1,2.3,2,27.3,0,0,0,0,,,,,7:15:00,16:52:00,9.62,7.25,16.87,2,2,-3,-2,-8,-7,,,,,,,,,,,,,
Barrie,2019-11-15,1.7,35.06,-1.99,-4.45,-10.6,12.92,,-16,85,73,68,51,-1.6,-6.2,-8.5,-15.4,34,19.17,23,12,55,28,103.34,102.29,102.59,101.84,99.7,98.71,98.98,98.27,,,,,2.7,2.4,2.5,2.2,22.4,0,0,0,0,,,,,7:14:00,16:53:00,9.65,7.23,16.88,1,1,1,1,-15,-13,,,,,,,,,,,,,
Barrie,2019-11-14,-1.5,29.3,-2.58,-2.8,-4.1,24.62,,-9,92,84.1,83.5,75,-3.9,-5,-5,-6,18,12.54,12.5,7,32,27,102.23,102.05,102.09,101.94,98.61,98.46,98.49,98.36,,,,,3.2,2.9,2.8,2.5,20.8,0,0,0,0,,,,,7:13:00,16:54:00,9.68,7.22,16.9,1,1,0,0,-2,-2,,,,,,,,,,,,,
Barrie,2019-11-13,-3.8,25.16,-12.2,-14,-24.2,-11.56,,-26,93,82.5,80.5,68,-5.3,-14.6,-15.4,-25.6,19,7.92,9.5,0,,,103.01,102.74,102.65,102.29,99.3,99.04,98.99,98.67,,,,,3.4,2.8,2.8,2.2,32,0,0,0,0,,,,,7:11:00,16:55:00,9.73,7.18,16.92,2,2,-4,-4,-5,-5,,,,,,,,,,,,,
Barrie,2019-11-12,-7.6,18.32,-10.98,-14.7,-21.8,-7.24,,-21,88,81.4,72,56,-10.2,-13.6,-15.4,-20.7,20,13.17,10.5,1,41,33,102.59,102.21,102.24,101.89,98.9,98.56,98.58,98.27,,,,,2.1,1.9,1.9,1.7,32.7,0,0,0,0,,,,,7:10:00,16:56:00,9.77,7.17,16.93,1,1,-5,-5,-10,-10,,,,,,,,,,,,,
